report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1481,4,10,3,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,5493,0,2,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,3507,1,3,1,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,921,0,3,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,6149,11,25,5,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,2740,15,26,2,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,6931,5,16,1,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,6670,21,35,7,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,7023,19,37,2,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,62082,99,630,50,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,21546,3,42,2,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,19427,8,55,3,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,73401,15,49,12,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,15477,4,50,2,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,3533,3,2,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,45737,23,25,8,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,171404,99,851,47,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,18731,29,276,7,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,52736,36,213,18,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,667538,583,12231,403,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,46246,94,333,24,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,4374,1,108,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,1612,2,9,2,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,19102,10,110,9,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,14392,8,27,4,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,129082,173,1670,67,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,8844,18,71,14,cases
