report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,2182,3,1,0,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,1295,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,3063,3,11,1,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,834,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,6757,1,7,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,783,1,7,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,5573,0,89,1,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,6056,9,30,4,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,4194,2,7,0,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,43980,14,82,10,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,4728,2,6,0,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,2193,2,4,1,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,7196,8,23,3,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,2305,2,5,1,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,474,0,1,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,8279,1,12,0,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,25566,17,98,12,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,5680,8,73,3,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,8564,4,68,4,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,7107,9,44,4,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,2220,0,3,0,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,190,0,0,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,134,1,0,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,1300,1,22,3,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,7282,3,9,3,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,49100,54,1051,17,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,3592,9,72,4,cases
,,,,,,,210627,154,1726,72,
