report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1491,5,10,3,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,5320,0,2,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,3795,1,5,2,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,1114,0,6,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,6922,11,29,6,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,2892,16,29,2,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,7016,8,17,3,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,6873,23,37,8,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,7412,19,39,2,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,63398,112,646,58,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,21690,3,44,2,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,19883,8,59,3,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,79285,16,56,11,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,17714,9,68,3,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,4681,5,2,2,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,47846,25,30,11,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,176006,115,899,55,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,22199,35,369,9,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,55954,39,233,20,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,695985,601,12717,435,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,45037,96,341,24,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,4389,1,109,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,1633,2,9,2,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,19921,10,126,9,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,15655,9,25,5,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,142283,207,2005,72,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,9003,19,73,14,cases
