report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1471,4,10,3,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,5596,0,2,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,3751,0,4,0,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,802,0,2,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,5761,10,24,4,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,2699,15,26,2,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,7065,4,17,1,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,6686,25,37,7,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,6905,19,38,2,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,61075,93,604,42,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,21411,3,41,2,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,18998,8,54,3,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,71766,14,44,11,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,14793,3,50,1,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,3322,2,2,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,44440,21,26,9,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,169971,96,822,46,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,17894,28,264,7,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,51097,35,209,14,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,654559,574,11925,390,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,46467,94,328,23,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,4414,1,108,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,1650,2,9,2,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,18860,10,110,8,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,14258,7,27,3,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,125983,153,1468,66,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,9085,18,72,14,cases
