report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,7456,6,10,2,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,2258,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,8024,2,8,1,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,351,0,3,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,10787,2,36,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,1785,2,16,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,7800,0,14,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,23692,11,33,12,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,5159,5,6,1,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,49845,44,188,28,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,57567,5,48,15,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,35798,8,52,7,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,66331,8,61,14,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,17080,8,14,7,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,3382,0,1,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,64704,4,13,5,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,527022,264,1848,246,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,40760,39,362,17,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,82552,22,367,15,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,205091,108,1151,101,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,64853,119,525,63,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,5139,2,62,2,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,3204,7,34,1,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,42896,17,277,17,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,19170,6,12,5,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,117166,98,2526,27,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,17801,39,449,22,cases
,,,,,,,1487673,826,8116,609,
