report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,2206,3,1,0,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,1331,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,3907,4,11,3,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,297,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,7337,1,7,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,789,1,8,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,5056,1,98,2,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,6664,11,34,4,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,4858,2,9,0,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,41430,20,86,13,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,6119,5,10,0,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,3059,3,7,2,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,8096,13,29,3,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,2610,2,8,2,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,514,0,1,1,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,8962,2,12,0,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,26457,17,108,12,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,6242,15,82,7,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,9285,3,71,4,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,9725,14,53,4,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,3000,1,8,0,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,215,0,0,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,161,1,0,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,1593,3,25,3,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,8132,3,14,3,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,59257,77,1338,31,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,3856,15,80,11,cases
