report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,3138,1,4,1,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,4920,0,3,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,7847,2,9,3,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,706,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,6074,0,15,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,1002,1,0,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,7761,1,33,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,2021,8,20,6,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,5021,9,12,1,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,20709,17,139,11,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,7103,3,58,3,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,4515,10,13,5,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,9567,14,2,14,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,6244,2,39,1,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,2296,6,7,3,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,14618,17,74,10,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,76571,30,461,24,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,17482,9,171,8,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,9528,6,52,7,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,268688,117,3325,48,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,44046,20,167,9,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,418,0,1,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,411,0,1,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,6538,3,43,3,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,8132,3,30,4,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,89876,62,434,36,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,13172,29,24,15,cases
