report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,2295,4,1,0,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,1560,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,3907,4,11,3,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,296,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,7549,1,8,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,856,1,8,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,5021,2,99,2,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,6925,13,40,4,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,5065,2,9,0,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,41270,26,89,18,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,6843,5,13,0,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,3487,3,13,3,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,8800,14,36,4,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,2764,2,12,3,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,570,0,1,1,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,9509,3,14,1,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,27902,20,116,14,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,6645,16,90,7,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,9819,4,74,4,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,12227,15,62,5,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,3868,2,8,0,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,250,0,0,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,191,1,0,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,1785,3,28,3,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,8579,3,15,4,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,61552,95,1562,41,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,3990,18,83,12,cases
