"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Dengue","Brazil","Acre","state",2005-01-01,2005-01-31,1456,1456,"total=1456","total=1456","TabnetTotal",""
"Dengue","Brazil","Acre","state",2005-01-01,2005-02-28,487,1943,"total=487","total=1943","TabnetTotal",""
"Dengue","Brazil","Acre","state",2005-01-01,2005-03-31,186,2129,"total=186","total=2129","TabnetTotal",""
"Dengue","Brazil","Acre","state",2005-01-01,2005-04-30,50,2179,"total=50","total=2179","TabnetTotal",""
"Dengue","Brazil","Acre","state",2005-01-01,2005-05-31,17,2196,"total=17","total=2196","TabnetTotal",""
"Dengue","Brazil","Acre","state",2005-01-01,2005-06-30,15,2211,"total=15","total=2211","TabnetTotal",""
"Dengue","Brazil","Acre","state",2005-01-01,2005-07-31,10,2221,"total=10","total=2221","TabnetTotal",""
"Dengue","Brazil","Acre","state",2005-01-01,2005-08-31,5,2226,"total=5","total=2226","TabnetTotal",""
"Dengue","Brazil","Acre","state",2005-01-01,2005-09-30,0,2226,"total=0","total=2226","TabnetTotal",""
"Dengue","Brazil","Acre","state",2005-01-01,2005-10-31,6,2232,"total=6","total=2232","TabnetTotal",""
"Dengue","Brazil","Acre","state",2005-01-01,2005-11-30,25,2257,"total=25","total=2257","TabnetTotal",""
"Dengue","Brazil","Acre","state",2005-01-01,2005-12-31,259,2516,"total=259","total=2516","TabnetTotal",""
"Dengue","Brazil","Alagoas","state",2005-01-01,2005-01-31,83,83,"total=83","total=83","TabnetTotal",""
"Dengue","Brazil","Alagoas","state",2005-01-01,2005-02-28,323,406,"total=323","total=406","TabnetTotal",""
"Dengue","Brazil","Alagoas","state",2005-01-01,2005-03-31,264,670,"total=264","total=670","TabnetTotal",""
"Dengue","Brazil","Alagoas","state",2005-01-01,2005-04-30,288,958,"total=288","total=958","TabnetTotal",""
"Dengue","Brazil","Alagoas","state",2005-01-01,2005-05-31,395,1353,"total=395","total=1353","TabnetTotal",""
"Dengue","Brazil","Alagoas","state",2005-01-01,2005-06-30,285,1638,"total=285","total=1638","TabnetTotal",""
"Dengue","Brazil","Alagoas","state",2005-01-01,2005-07-31,275,1913,"total=275","total=1913","TabnetTotal",""
"Dengue","Brazil","Alagoas","state",2005-01-01,2005-08-31,230,2143,"total=230","total=2143","TabnetTotal",""
"Dengue","Brazil","Alagoas","state",2005-01-01,2005-09-30,172,2315,"total=172","total=2315","TabnetTotal",""
"Dengue","Brazil","Alagoas","state",2005-01-01,2005-10-31,143,2458,"total=143","total=2458","TabnetTotal",""
"Dengue","Brazil","Alagoas","state",2005-01-01,2005-11-30,112,2570,"total=112","total=2570","TabnetTotal",""
"Dengue","Brazil","Alagoas","state",2005-01-01,2005-12-31,78,2648,"total=78","total=2648","TabnetTotal",""
"Dengue","Brazil","Amapa","state",2005-01-01,2005-01-31,181,181,"total=181","total=181","TabnetTotal",""
"Dengue","Brazil","Amapa","state",2005-01-01,2005-02-28,390,571,"total=390","total=571","TabnetTotal",""
"Dengue","Brazil","Amapa","state",2005-01-01,2005-03-31,549,1120,"total=549","total=1120","TabnetTotal",""
"Dengue","Brazil","Amapa","state",2005-01-01,2005-04-30,373,1493,"total=373","total=1493","TabnetTotal",""
"Dengue","Brazil","Amapa","state",2005-01-01,2005-05-31,321,1814,"total=321","total=1814","TabnetTotal",""
"Dengue","Brazil","Amapa","state",2005-01-01,2005-06-30,160,1974,"total=160","total=1974","TabnetTotal",""
"Dengue","Brazil","Amapa","state",2005-01-01,2005-07-31,148,2122,"total=148","total=2122","TabnetTotal",""
"Dengue","Brazil","Amapa","state",2005-01-01,2005-08-31,162,2284,"total=162","total=2284","TabnetTotal",""
"Dengue","Brazil","Amapa","state",2005-01-01,2005-09-30,99,2383,"total=99","total=2383","TabnetTotal",""
"Dengue","Brazil","Amapa","state",2005-01-01,2005-10-31,50,2433,"total=50","total=2433","TabnetTotal",""
"Dengue","Brazil","Amapa","state",2005-01-01,2005-11-30,74,2507,"total=74","total=2507","TabnetTotal",""
"Dengue","Brazil","Amapa","state",2005-01-01,2005-12-31,51,2558,"total=51","total=2558","TabnetTotal",""
"Dengue","Brazil","Amazonas","state",2005-01-01,2005-01-31,76,76,"total=76","total=76","TabnetTotal",""
"Dengue","Brazil","Amazonas","state",2005-01-01,2005-02-28,108,184,"total=108","total=184","TabnetTotal",""
"Dengue","Brazil","Amazonas","state",2005-01-01,2005-03-31,181,365,"total=181","total=365","TabnetTotal",""
"Dengue","Brazil","Amazonas","state",2005-01-01,2005-04-30,210,575,"total=210","total=575","TabnetTotal",""
"Dengue","Brazil","Amazonas","state",2005-01-01,2005-05-31,185,760,"total=185","total=760","TabnetTotal",""
"Dengue","Brazil","Amazonas","state",2005-01-01,2005-06-30,115,875,"total=115","total=875","TabnetTotal",""
"Dengue","Brazil","Amazonas","state",2005-01-01,2005-07-31,58,933,"total=58","total=933","TabnetTotal",""
"Dengue","Brazil","Amazonas","state",2005-01-01,2005-08-31,33,966,"total=33","total=966","TabnetTotal",""
"Dengue","Brazil","Amazonas","state",2005-01-01,2005-09-30,10,976,"total=10","total=976","TabnetTotal",""
"Dengue","Brazil","Amazonas","state",2005-01-01,2005-10-31,3,979,"total=3","total=979","TabnetTotal",""
"Dengue","Brazil","Amazonas","state",2005-01-01,2005-11-30,15,994,"total=15","total=994","TabnetTotal",""
"Dengue","Brazil","Amazonas","state",2005-01-01,2005-12-31,17,1011,"total=17","total=1011","TabnetTotal",""
"Dengue","Brazil","Bahia","state",2005-01-01,2005-01-31,819,819,"total=819","total=819","TabnetTotal",""
"Dengue","Brazil","Bahia","state",2005-01-01,2005-02-28,1715,2534,"total=1715","total=2534","TabnetTotal",""
