"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Dengue","Brazil","Acre","state",2006-01-01,2006-01-31,80,80,"total=80","total=80","TabnetTotal",""
"Dengue","Brazil","Acre","state",2006-01-01,2006-02-28,38,118,"total=38","total=118","TabnetTotal",""
"Dengue","Brazil","Acre","state",2006-01-01,2006-03-31,27,145,"total=27","total=145","TabnetTotal",""
"Dengue","Brazil","Acre","state",2006-01-01,2006-04-30,19,164,"total=19","total=164","TabnetTotal",""
"Dengue","Brazil","Acre","state",2006-01-01,2006-05-31,8,172,"total=8","total=172","TabnetTotal",""
"Dengue","Brazil","Acre","state",2006-01-01,2006-06-30,10,182,"total=10","total=182","TabnetTotal",""
"Dengue","Brazil","Acre","state",2006-01-01,2006-07-31,5,187,"total=5","total=187","TabnetTotal",""
"Dengue","Brazil","Acre","state",2006-01-01,2006-08-31,2,189,"total=2","total=189","TabnetTotal",""
"Dengue","Brazil","Acre","state",2006-01-01,2006-09-30,5,194,"total=5","total=194","TabnetTotal",""
"Dengue","Brazil","Acre","state",2006-01-01,2006-10-31,7,201,"total=7","total=201","TabnetTotal",""
"Dengue","Brazil","Acre","state",2006-01-01,2006-11-30,30,231,"total=30","total=231","TabnetTotal",""
"Dengue","Brazil","Acre","state",2006-01-01,2006-12-31,39,270,"total=39","total=270","TabnetTotal",""
"Dengue","Brazil","Alagoas","state",2006-01-01,2006-01-31,193,193,"total=193","total=193","TabnetTotal",""
"Dengue","Brazil","Alagoas","state",2006-01-01,2006-02-28,202,395,"total=202","total=395","TabnetTotal",""
"Dengue","Brazil","Alagoas","state",2006-01-01,2006-03-31,148,543,"total=148","total=543","TabnetTotal",""
"Dengue","Brazil","Alagoas","state",2006-01-01,2006-04-30,139,682,"total=139","total=682","TabnetTotal",""
"Dengue","Brazil","Alagoas","state",2006-01-01,2006-05-31,267,949,"total=267","total=949","TabnetTotal",""
"Dengue","Brazil","Alagoas","state",2006-01-01,2006-06-30,320,1269,"total=320","total=1269","TabnetTotal",""
"Dengue","Brazil","Alagoas","state",2006-01-01,2006-07-31,488,1757,"total=488","total=1757","TabnetTotal",""
"Dengue","Brazil","Alagoas","state",2006-01-01,2006-08-31,499,2256,"total=499","total=2256","TabnetTotal",""
"Dengue","Brazil","Alagoas","state",2006-01-01,2006-09-30,274,2530,"total=274","total=2530","TabnetTotal",""
"Dengue","Brazil","Alagoas","state",2006-01-01,2006-10-31,250,2780,"total=250","total=2780","TabnetTotal",""
"Dengue","Brazil","Alagoas","state",2006-01-01,2006-11-30,216,2996,"total=216","total=2996","TabnetTotal",""
"Dengue","Brazil","Alagoas","state",2006-01-01,2006-12-31,166,3162,"total=166","total=3162","TabnetTotal",""
"Dengue","Brazil","Amapa","state",2006-01-01,2006-01-31,395,395,"total=395","total=395","TabnetTotal",""
"Dengue","Brazil","Amapa","state",2006-01-01,2006-02-28,356,751,"total=356","total=751","TabnetTotal",""
"Dengue","Brazil","Amapa","state",2006-01-01,2006-03-31,286,1037,"total=286","total=1037","TabnetTotal",""
"Dengue","Brazil","Amapa","state",2006-01-01,2006-04-30,123,1160,"total=123","total=1160","TabnetTotal",""
"Dengue","Brazil","Amapa","state",2006-01-01,2006-05-31,104,1264,"total=104","total=1264","TabnetTotal",""
"Dengue","Brazil","Amapa","state",2006-01-01,2006-06-30,61,1325,"total=61","total=1325","TabnetTotal",""
"Dengue","Brazil","Amapa","state",2006-01-01,2006-07-31,47,1372,"total=47","total=1372","TabnetTotal",""
"Dengue","Brazil","Amapa","state",2006-01-01,2006-08-31,57,1429,"total=57","total=1429","TabnetTotal",""
"Dengue","Brazil","Amapa","state",2006-01-01,2006-09-30,59,1488,"total=59","total=1488","TabnetTotal",""
"Dengue","Brazil","Amapa","state",2006-01-01,2006-10-31,104,1592,"total=104","total=1592","TabnetTotal",""
"Dengue","Brazil","Amapa","state",2006-01-01,2006-11-30,98,1690,"total=98","total=1690","TabnetTotal",""
"Dengue","Brazil","Amapa","state",2006-01-01,2006-12-31,121,1811,"total=121","total=1811","TabnetTotal",""
"Dengue","Brazil","Amazonas","state",2006-01-01,2006-01-31,74,74,"total=74","total=74","TabnetTotal",""
"Dengue","Brazil","Amazonas","state",2006-01-01,2006-02-28,81,155,"total=81","total=155","TabnetTotal",""
"Dengue","Brazil","Amazonas","state",2006-01-01,2006-03-31,126,281,"total=126","total=281","TabnetTotal",""
"Dengue","Brazil","Amazonas","state",2006-01-01,2006-04-30,75,356,"total=75","total=356","TabnetTotal",""
"Dengue","Brazil","Amazonas","state",2006-01-01,2006-05-31,62,418,"total=62","total=418","TabnetTotal",""
"Dengue","Brazil","Amazonas","state",2006-01-01,2006-06-30,38,456,"total=38","total=456","TabnetTotal",""
"Dengue","Brazil","Amazonas","state",2006-01-01,2006-07-31,36,492,"total=36","total=492","TabnetTotal",""
"Dengue","Brazil","Amazonas","state",2006-01-01,2006-08-31,38,530,"total=38","total=530","TabnetTotal",""
"Dengue","Brazil","Amazonas","state",2006-01-01,2006-09-30,31,561,"total=31","total=561","TabnetTotal",""
"Dengue","Brazil","Amazonas","state",2006-01-01,2006-10-31,28,589,"total=28","total=589","TabnetTotal",""
"Dengue","Brazil","Amazonas","state",2006-01-01,2006-11-30,28,617,"total=28","total=617","TabnetTotal",""
"Dengue","Brazil","Amazonas","state",2006-01-01,2006-12-31,28,645,"total=28","total=645","TabnetTotal",""
"Dengue","Brazil","Bahia","state",2006-01-01,2006-01-31,586,586,"total=586","total=586","TabnetTotal",""
"Dengue","Brazil","Bahia","state",2006-01-01,2006-02-28,731,1317,"total=731","total=1317","TabnetTotal",""
"Dengue","Brazil","Bahia","state",2006-01-01,2006-03-31,1263,2580,"total=1263","total=2580","TabnetTotal",""
"Dengue","Brazil","Bahia","state",2006-01-01,2006-04-30,1377,3957,"total=1377","total=3957","TabnetTotal",""
"Dengue","Brazil","Bahia","state",2006-01-01,2006-05-31,1028,4985,"total=1028","total=4985","TabnetTotal",""
"Dengue","Brazil","Bahia","state",2006-01-01,2006-06-30,390,5375,"total=390","total=5375","TabnetTotal",""
"Dengue","Brazil","Bahia","state",2006-01-01,2006-07-31,226,5601,"total=226","total=5601","TabnetTotal",""
"Dengue","Brazil","Bahia","state",2006-01-01,2006-08-31,154,5755,"total=154","total=5755","TabnetTotal",""
"Dengue","Brazil","Bahia","state",2006-01-01,2006-09-30,138,5893,"total=138","total=5893","TabnetTotal",""
"Dengue","Brazil","Bahia","state",2006-01-01,2006-10-31,220,6113,"total=220","total=6113","TabnetTotal",""
"Dengue","Brazil","Bahia","state",2006-01-01,2006-11-30,371,6484,"total=371","total=6484","TabnetTotal",""
"Dengue","Brazil","Bahia","state",2006-01-01,2006-12-31,327,6811,"total=327","total=6811","TabnetTotal",""
"Dengue","Brazil","Ceara","state",2006-01-01,2006-01-31,961,961,"total=961","total=961","TabnetTotal",""
"Dengue","Brazil","Ceara","state",2006-01-01,2006-02-28,1106,2067,"total=1106","total=2067","TabnetTotal",""
"Dengue","Brazil","Ceara","state",2006-01-01,2006-03-31,1826,3893,"total=1826","total=3893","TabnetTotal",""
"Dengue","Brazil","Ceara","state",2006-01-01,2006-04-30,2839,6732,"total=2839","total=6732","TabnetTotal",""
"Dengue","Brazil","Ceara","state",2006-01-01,2006-05-31,5755,12487,"total=5755","total=12487","TabnetTotal",""
"Dengue","Brazil","Ceara","state",2006-01-01,2006-06-30,5804,18291,"total=5804","total=18291","TabnetTotal",""
"Dengue","Brazil","Ceara","state",2006-01-01,2006-07-31,4405,22696,"total=4405","total=22696","TabnetTotal",""
"Dengue","Brazil","Ceara","state",2006-01-01,2006-08-31,2652,25348,"total=2652","total=25348","TabnetTotal",""
"Dengue","Brazil","Ceara","state",2006-01-01,2006-09-30,1077,26425,"total=1077","total=26425","TabnetTotal",""
"Dengue","Brazil","Ceara","state",2006-01-01,2006-10-31,760,27185,"total=760","total=27185","TabnetTotal",""
"Dengue","Brazil","Ceara","state",2006-01-01,2006-11-30,901,28086,"total=901","total=28086","TabnetTotal",""
"Dengue","Brazil","Ceara","state",2006-01-01,2006-12-31,475,28561,"total=475","total=28561","TabnetTotal",""
"Dengue","Brazil","Distrito Federal","state",2006-01-01,2006-01-31,84,84,"total=84","total=84","TabnetTotal",""
"Dengue","Brazil","Distrito Federal","state",2006-01-01,2006-02-28,52,136,"total=52","total=136","TabnetTotal",""
"Dengue","Brazil","Distrito Federal","state",2006-01-01,2006-03-31,85,221,"total=85","total=221","TabnetTotal",""
"Dengue","Brazil","Distrito Federal","state",2006-01-01,2006-04-30,103,324,"total=103","total=324","TabnetTotal",""
"Dengue","Brazil","Distrito Federal","state",2006-01-01,2006-05-31,87,411,"total=87","total=411","TabnetTotal",""
"Dengue","Brazil","Distrito Federal","state",2006-01-01,2006-06-30,41,452,"total=41","total=452","TabnetTotal",""
"Dengue","Brazil","Distrito Federal","state",2006-01-01,2006-07-31,14,466,"total=14","total=466","TabnetTotal",""
"Dengue","Brazil","Distrito Federal","state",2006-01-01,2006-08-31,9,475,"total=9","total=475","TabnetTotal",""
"Dengue","Brazil","Distrito Federal","state",2006-01-01,2006-09-30,14,489,"total=14","total=489","TabnetTotal",""
"Dengue","Brazil","Distrito Federal","state",2006-01-01,2006-10-31,12,501,"total=12","total=501","TabnetTotal",""
"Dengue","Brazil","Distrito Federal","state",2006-01-01,2006-11-30,28,529,"total=28","total=529","TabnetTotal",""
"Dengue","Brazil","Distrito Federal","state",2006-01-01,2006-12-31,42,571,"total=42","total=571","TabnetTotal",""
"Dengue","Brazil","Espirito Santo","state",2006-01-01,2006-01-31,441,441,"total=441","total=441","TabnetTotal",""
"Dengue","Brazil","Espirito Santo","state",2006-01-01,2006-02-28,1081,1522,"total=1081","total=1522","TabnetTotal",""
"Dengue","Brazil","Espirito Santo","state",2006-01-01,2006-03-31,1762,3284,"total=1762","total=3284","TabnetTotal",""
"Dengue","Brazil","Espirito Santo","state",2006-01-01,2006-04-30,2398,5682,"total=2398","total=5682","TabnetTotal",""
"Dengue","Brazil","Espirito Santo","state",2006-01-01,2006-05-31,2561,8243,"total=2561","total=8243","TabnetTotal",""
"Dengue","Brazil","Espirito Santo","state",2006-01-01,2006-06-30,845,9088,"total=845","total=9088","TabnetTotal",""
"Dengue","Brazil","Espirito Santo","state",2006-01-01,2006-07-31,366,9454,"total=366","total=9454","TabnetTotal",""
"Dengue","Brazil","Espirito Santo","state",2006-01-01,2006-08-31,199,9653,"total=199","total=9653","TabnetTotal",""
"Dengue","Brazil","Espirito Santo","state",2006-01-01,2006-09-30,91,9744,"total=91","total=9744","TabnetTotal",""
"Dengue","Brazil","Espirito Santo","state",2006-01-01,2006-10-31,104,9848,"total=104","total=9848","TabnetTotal",""
"Dengue","Brazil","Espirito Santo","state",2006-01-01,2006-11-30,136,9984,"total=136","total=9984","TabnetTotal",""
"Dengue","Brazil","Espirito Santo","state",2006-01-01,2006-12-31,118,10102,"total=118","total=10102","TabnetTotal",""
"Dengue","Brazil","Goias","state",2006-01-01,2006-01-31,4519,4519,"total=4519","total=4519","TabnetTotal",""
"Dengue","Brazil","Goias","state",2006-01-01,2006-02-28,4617,9136,"total=4617","total=9136","TabnetTotal",""
"Dengue","Brazil","Goias","state",2006-01-01,2006-03-31,4982,14118,"total=4982","total=14118","TabnetTotal",""
"Dengue","Brazil","Goias","state",2006-01-01,2006-04-30,4694,18812,"total=4694","total=18812","TabnetTotal",""
"Dengue","Brazil","Goias","state",2006-01-01,2006-05-31,2627,21439,"total=2627","total=21439","TabnetTotal",""
"Dengue","Brazil","Goias","state",2006-01-01,2006-06-30,670,22109,"total=670","total=22109","TabnetTotal",""
"Dengue","Brazil","Goias","state",2006-01-01,2006-07-31,234,22343,"total=234","total=22343","TabnetTotal",""
"Dengue","Brazil","Goias","state",2006-01-01,2006-08-31,151,22494,"total=151","total=22494","TabnetTotal",""
"Dengue","Brazil","Goias","state",2006-01-01,2006-09-30,172,22666,"total=172","total=22666","TabnetTotal",""
"Dengue","Brazil","Goias","state",2006-01-01,2006-10-31,335,23001,"total=335","total=23001","TabnetTotal",""
"Dengue","Brazil","Goias","state",2006-01-01,2006-11-30,635,23636,"total=635","total=23636","TabnetTotal",""
"Dengue","Brazil","Goias","state",2006-01-01,2006-12-31,794,24430,"total=794","total=24430","TabnetTotal",""
"Dengue","Brazil","Ignorado/exterior","state",2006-01-01,2006-01-31,0,0,"total=0","total=0","TabnetTotal",""
"Dengue","Brazil","Ignorado/exterior","state",2006-01-01,2006-02-28,0,0,"total=0","total=0","TabnetTotal",""
"Dengue","Brazil","Ignorado/exterior","state",2006-01-01,2006-03-31,0,0,"total=0","total=0","TabnetTotal",""
"Dengue","Brazil","Ignorado/exterior","state",2006-01-01,2006-04-30,0,0,"total=0","total=0","TabnetTotal",""
"Dengue","Brazil","Ignorado/exterior","state",2006-01-01,2006-05-31,0,0,"total=0","total=0","TabnetTotal",""
"Dengue","Brazil","Ignorado/exterior","state",2006-01-01,2006-06-30,0,0,"total=0","total=0","TabnetTotal",""
"Dengue","Brazil","Ignorado/exterior","state",2006-01-01,2006-07-31,0,0,"total=0","total=0","TabnetTotal",""
"Dengue","Brazil","Ignorado/exterior","state",2006-01-01,2006-08-31,0,0,"total=0","total=0","TabnetTotal",""
"Dengue","Brazil","Ignorado/exterior","state",2006-01-01,2006-09-30,0,0,"total=0","total=0","TabnetTotal",""
"Dengue","Brazil","Ignorado/exterior","state",2006-01-01,2006-10-31,0,0,"total=0","total=0","TabnetTotal",""
"Dengue","Brazil","Ignorado/exterior","state",2006-01-01,2006-11-30,0,0,"total=0","total=0","TabnetTotal",""
"Dengue","Brazil","Ignorado/exterior","state",2006-01-01,2006-12-31,0,0,"total=0","total=0","TabnetTotal",""
"Dengue","Brazil","Maranhao","state",2006-01-01,2006-01-31,351,351,"total=351","total=351","TabnetTotal",""
"Dengue","Brazil","Maranhao","state",2006-01-01,2006-02-28,538,889,"total=538","total=889","TabnetTotal",""
"Dengue","Brazil","Maranhao","state",2006-01-01,2006-03-31,478,1367,"total=478","total=1367","TabnetTotal",""
"Dengue","Brazil","Maranhao","state",2006-01-01,2006-04-30,539,1906,"total=539","total=1906","TabnetTotal",""
"Dengue","Brazil","Maranhao","state",2006-01-01,2006-05-31,706,2612,"total=706","total=2612","TabnetTotal",""
"Dengue","Brazil","Maranhao","state",2006-01-01,2006-06-30,300,2912,"total=300","total=2912","TabnetTotal",""
"Dengue","Brazil","Maranhao","state",2006-01-01,2006-07-31,303,3215,"total=303","total=3215","TabnetTotal",""
"Dengue","Brazil","Maranhao","state",2006-01-01,2006-08-31,393,3608,"total=393","total=3608","TabnetTotal",""
"Dengue","Brazil","Maranhao","state",2006-01-01,2006-09-30,266,3874,"total=266","total=3874","TabnetTotal",""
"Dengue","Brazil","Maranhao","state",2006-01-01,2006-10-31,381,4255,"total=381","total=4255","TabnetTotal",""
"Dengue","Brazil","Maranhao","state",2006-01-01,2006-11-30,322,4577,"total=322","total=4577","TabnetTotal",""
"Dengue","Brazil","Maranhao","state",2006-01-01,2006-12-31,448,5025,"total=448","total=5025","TabnetTotal",""
"Dengue","Brazil","Mato Grosso","state",2006-01-01,2006-01-31,1001,1001,"total=1001","total=1001","TabnetTotal",""
"Dengue","Brazil","Mato Grosso","state",2006-01-01,2006-02-28,1045,2046,"total=1045","total=2046","TabnetTotal",""
"Dengue","Brazil","Mato Grosso","state",2006-01-01,2006-03-31,1490,3536,"total=1490","total=3536","TabnetTotal",""
"Dengue","Brazil","Mato Grosso","state",2006-01-01,2006-04-30,908,4444,"total=908","total=4444","TabnetTotal",""
"Dengue","Brazil","Mato Grosso","state",2006-01-01,2006-05-31,603,5047,"total=603","total=5047","TabnetTotal",""
"Dengue","Brazil","Mato Grosso","state",2006-01-01,2006-06-30,224,5271,"total=224","total=5271","TabnetTotal",""
"Dengue","Brazil","Mato Grosso","state",2006-01-01,2006-07-31,145,5416,"total=145","total=5416","TabnetTotal",""
"Dengue","Brazil","Mato Grosso","state",2006-01-01,2006-08-31,183,5599,"total=183","total=5599","TabnetTotal",""
"Dengue","Brazil","Mato Grosso","state",2006-01-01,2006-09-30,116,5715,"total=116","total=5715","TabnetTotal",""
"Dengue","Brazil","Mato Grosso","state",2006-01-01,2006-10-31,354,6069,"total=354","total=6069","TabnetTotal",""
"Dengue","Brazil","Mato Grosso","state",2006-01-01,2006-11-30,1885,7954,"total=1885","total=7954","TabnetTotal",""
"Dengue","Brazil","Mato Grosso","state",2006-01-01,2006-12-31,1719,9673,"total=1719","total=9673","TabnetTotal",""
"Dengue","Brazil","Mato Grosso do Sul","state",2006-01-01,2006-01-31,160,160,"total=160","total=160","TabnetTotal",""
"Dengue","Brazil","Mato Grosso do Sul","state",2006-01-01,2006-02-28,548,708,"total=548","total=708","TabnetTotal",""
"Dengue","Brazil","Mato Grosso do Sul","state",2006-01-01,2006-03-31,2707,3415,"total=2707","total=3415","TabnetTotal",""
"Dengue","Brazil","Mato Grosso do Sul","state",2006-01-01,2006-04-30,3680,7095,"total=3680","total=7095","TabnetTotal",""
"Dengue","Brazil","Mato Grosso do Sul","state",2006-01-01,2006-05-31,1361,8456,"total=1361","total=8456","TabnetTotal",""
"Dengue","Brazil","Mato Grosso do Sul","state",2006-01-01,2006-06-30,337,8793,"total=337","total=8793","TabnetTotal",""
"Dengue","Brazil","Mato Grosso do Sul","state",2006-01-01,2006-07-31,99,8892,"total=99","total=8892","TabnetTotal",""
"Dengue","Brazil","Mato Grosso do Sul","state",2006-01-01,2006-08-31,44,8936,"total=44","total=8936","TabnetTotal",""
"Dengue","Brazil","Mato Grosso do Sul","state",2006-01-01,2006-09-30,48,8984,"total=48","total=8984","TabnetTotal",""
"Dengue","Brazil","Mato Grosso do Sul","state",2006-01-01,2006-10-31,104,9088,"total=104","total=9088","TabnetTotal",""
"Dengue","Brazil","Mato Grosso do Sul","state",2006-01-01,2006-11-30,763,9851,"total=763","total=9851","TabnetTotal",""
"Dengue","Brazil","Mato Grosso do Sul","state",2006-01-01,2006-12-31,1602,11453,"total=1602","total=11453","TabnetTotal",""
"Dengue","Brazil","Minas Gerais","state",2006-01-01,2006-01-31,2706,2706,"total=2706","total=2706","TabnetTotal",""
"Dengue","Brazil","Minas Gerais","state",2006-01-01,2006-02-28,4523,7229,"total=4523","total=7229","TabnetTotal",""
"Dengue","Brazil","Minas Gerais","state",2006-01-01,2006-03-31,7285,14514,"total=7285","total=14514","TabnetTotal",""
"Dengue","Brazil","Minas Gerais","state",2006-01-01,2006-04-30,7719,22233,"total=7719","total=22233","TabnetTotal",""
"Dengue","Brazil","Minas Gerais","state",2006-01-01,2006-05-31,4738,26971,"total=4738","total=26971","TabnetTotal",""
"Dengue","Brazil","Minas Gerais","state",2006-01-01,2006-06-30,896,27867,"total=896","total=27867","TabnetTotal",""
"Dengue","Brazil","Minas Gerais","state",2006-01-01,2006-07-31,186,28053,"total=186","total=28053","TabnetTotal",""
"Dengue","Brazil","Minas Gerais","state",2006-01-01,2006-08-31,71,28124,"total=71","total=28124","TabnetTotal",""
"Dengue","Brazil","Minas Gerais","state",2006-01-01,2006-09-30,77,28201,"total=77","total=28201","TabnetTotal",""
"Dengue","Brazil","Minas Gerais","state",2006-01-01,2006-10-31,236,28437,"total=236","total=28437","TabnetTotal",""
"Dengue","Brazil","Minas Gerais","state",2006-01-01,2006-11-30,637,29074,"total=637","total=29074","TabnetTotal",""
"Dengue","Brazil","Minas Gerais","state",2006-01-01,2006-12-31,905,29979,"total=905","total=29979","TabnetTotal",""
"Dengue","Brazil","Para","state",2006-01-01,2006-01-31,1806,1806,"total=1806","total=1806","TabnetTotal",""
"Dengue","Brazil","Para","state",2006-01-01,2006-02-28,1125,2931,"total=1125","total=2931","TabnetTotal",""
"Dengue","Brazil","Para","state",2006-01-01,2006-03-31,1051,3982,"total=1051","total=3982","TabnetTotal",""
"Dengue","Brazil","Para","state",2006-01-01,2006-04-30,708,4690,"total=708","total=4690","TabnetTotal",""
"Dengue","Brazil","Para","state",2006-01-01,2006-05-31,576,5266,"total=576","total=5266","TabnetTotal",""
"Dengue","Brazil","Para","state",2006-01-01,2006-06-30,306,5572,"total=306","total=5572","TabnetTotal",""
"Dengue","Brazil","Para","state",2006-01-01,2006-07-31,138,5710,"total=138","total=5710","TabnetTotal",""
"Dengue","Brazil","Para","state",2006-01-01,2006-08-31,140,5850,"total=140","total=5850","TabnetTotal",""
"Dengue","Brazil","Para","state",2006-01-01,2006-09-30,142,5992,"total=142","total=5992","TabnetTotal",""
"Dengue","Brazil","Para","state",2006-01-01,2006-10-31,142,6134,"total=142","total=6134","TabnetTotal",""
"Dengue","Brazil","Para","state",2006-01-01,2006-11-30,227,6361,"total=227","total=6361","TabnetTotal",""
"Dengue","Brazil","Para","state",2006-01-01,2006-12-31,381,6742,"total=381","total=6742","TabnetTotal",""
"Dengue","Brazil","Paraiba","state",2006-01-01,2006-01-31,229,229,"total=229","total=229","TabnetTotal",""
"Dengue","Brazil","Paraiba","state",2006-01-01,2006-02-28,201,430,"total=201","total=430","TabnetTotal",""
"Dengue","Brazil","Paraiba","state",2006-01-01,2006-03-31,356,786,"total=356","total=786","TabnetTotal",""
"Dengue","Brazil","Paraiba","state",2006-01-01,2006-04-30,438,1224,"total=438","total=1224","TabnetTotal",""
"Dengue","Brazil","Paraiba","state",2006-01-01,2006-05-31,313,1537,"total=313","total=1537","TabnetTotal",""
"Dengue","Brazil","Paraiba","state",2006-01-01,2006-06-30,313,1850,"total=313","total=1850","TabnetTotal",""
"Dengue","Brazil","Paraiba","state",2006-01-01,2006-07-31,317,2167,"total=317","total=2167","TabnetTotal",""
"Dengue","Brazil","Paraiba","state",2006-01-01,2006-08-31,275,2442,"total=275","total=2442","TabnetTotal",""
"Dengue","Brazil","Paraiba","state",2006-01-01,2006-09-30,188,2630,"total=188","total=2630","TabnetTotal",""
"Dengue","Brazil","Paraiba","state",2006-01-01,2006-10-31,186,2816,"total=186","total=2816","TabnetTotal",""
"Dengue","Brazil","Paraiba","state",2006-01-01,2006-11-30,144,2960,"total=144","total=2960","TabnetTotal",""
"Dengue","Brazil","Paraiba","state",2006-01-01,2006-12-31,128,3088,"total=128","total=3088","TabnetTotal",""
"Dengue","Brazil","Parana","state",2006-01-01,2006-01-31,42,42,"total=42","total=42","TabnetTotal",""
"Dengue","Brazil","Parana","state",2006-01-01,2006-02-28,59,101,"total=59","total=101","TabnetTotal",""
"Dengue","Brazil","Parana","state",2006-01-01,2006-03-31,336,437,"total=336","total=437","TabnetTotal",""
"Dengue","Brazil","Parana","state",2006-01-01,2006-04-30,548,985,"total=548","total=985","TabnetTotal",""
"Dengue","Brazil","Parana","state",2006-01-01,2006-05-31,131,1116,"total=131","total=1116","TabnetTotal",""
"Dengue","Brazil","Parana","state",2006-01-01,2006-06-30,31,1147,"total=31","total=1147","TabnetTotal",""
"Dengue","Brazil","Parana","state",2006-01-01,2006-07-31,10,1157,"total=10","total=1157","TabnetTotal",""
"Dengue","Brazil","Parana","state",2006-01-01,2006-08-31,4,1161,"total=4","total=1161","TabnetTotal",""
"Dengue","Brazil","Parana","state",2006-01-01,2006-09-30,7,1168,"total=7","total=1168","TabnetTotal",""
"Dengue","Brazil","Parana","state",2006-01-01,2006-10-31,10,1178,"total=10","total=1178","TabnetTotal",""
"Dengue","Brazil","Parana","state",2006-01-01,2006-11-30,24,1202,"total=24","total=1202","TabnetTotal",""
"Dengue","Brazil","Parana","state",2006-01-01,2006-12-31,43,1245,"total=43","total=1245","TabnetTotal",""
"Dengue","Brazil","Pernambuco","state",2006-01-01,2006-01-31,412,412,"total=412","total=412","TabnetTotal",""
"Dengue","Brazil","Pernambuco","state",2006-01-01,2006-02-28,369,781,"total=369","total=781","TabnetTotal",""
"Dengue","Brazil","Pernambuco","state",2006-01-01,2006-03-31,827,1608,"total=827","total=1608","TabnetTotal",""
"Dengue","Brazil","Pernambuco","state",2006-01-01,2006-04-30,1209,2817,"total=1209","total=2817","TabnetTotal",""
"Dengue","Brazil","Pernambuco","state",2006-01-01,2006-05-31,1940,4757,"total=1940","total=4757","TabnetTotal",""
"Dengue","Brazil","Pernambuco","state",2006-01-01,2006-06-30,1391,6148,"total=1391","total=6148","TabnetTotal",""
