"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Dengue","Brazil","Acre","state",2010-01-01,2010-01-31,3961,3961,"total=3961","total=3961","TabnetTotal",""
"Dengue","Brazil","Acre","state",2010-01-01,2010-02-28,7689,11650,"total=7689","total=11650","TabnetTotal",""
"Dengue","Brazil","Acre","state",2010-01-01,2010-03-31,6095,17745,"total=6095","total=17745","TabnetTotal",""
"Dengue","Brazil","Acre","state",2010-01-01,2010-04-30,2900,20645,"total=2900","total=20645","TabnetTotal",""
"Dengue","Brazil","Acre","state",2010-01-01,2010-05-31,1385,22030,"total=1385","total=22030","TabnetTotal",""
"Dengue","Brazil","Acre","state",2010-01-01,2010-06-30,863,22893,"total=863","total=22893","TabnetTotal",""
"Dengue","Brazil","Acre","state",2010-01-01,2010-07-31,796,23689,"total=796","total=23689","TabnetTotal",""
"Dengue","Brazil","Acre","state",2010-01-01,2010-08-31,428,24117,"total=428","total=24117","TabnetTotal",""
"Dengue","Brazil","Acre","state",2010-01-01,2010-09-30,619,24736,"total=619","total=24736","TabnetTotal",""
"Dengue","Brazil","Acre","state",2010-01-01,2010-10-31,1041,25777,"total=1041","total=25777","TabnetTotal",""
"Dengue","Brazil","Acre","state",2010-01-01,2010-11-30,3025,28802,"total=3025","total=28802","TabnetTotal",""
"Dengue","Brazil","Acre","state",2010-01-01,2010-12-31,5514,34316,"total=5514","total=34316","TabnetTotal",""
"Dengue","Brazil","Alagoas","state",2010-01-01,2010-01-31,499,499,"total=499","total=499","TabnetTotal",""
"Dengue","Brazil","Alagoas","state",2010-01-01,2010-02-28,1587,2086,"total=1587","total=2086","TabnetTotal",""
"Dengue","Brazil","Alagoas","state",2010-01-01,2010-03-31,7083,9169,"total=7083","total=9169","TabnetTotal",""
"Dengue","Brazil","Alagoas","state",2010-01-01,2010-04-30,8460,17629,"total=8460","total=17629","TabnetTotal",""
"Dengue","Brazil","Alagoas","state",2010-01-01,2010-05-31,8041,25670,"total=8041","total=25670","TabnetTotal",""
"Dengue","Brazil","Alagoas","state",2010-01-01,2010-06-30,6645,32315,"total=6645","total=32315","TabnetTotal",""
"Dengue","Brazil","Alagoas","state",2010-01-01,2010-07-31,4950,37265,"total=4950","total=37265","TabnetTotal",""
"Dengue","Brazil","Alagoas","state",2010-01-01,2010-08-31,3092,40357,"total=3092","total=40357","TabnetTotal",""
"Dengue","Brazil","Alagoas","state",2010-01-01,2010-09-30,1914,42271,"total=1914","total=42271","TabnetTotal",""
"Dengue","Brazil","Alagoas","state",2010-01-01,2010-10-31,1363,43634,"total=1363","total=43634","TabnetTotal",""
"Dengue","Brazil","Alagoas","state",2010-01-01,2010-11-30,1024,44658,"total=1024","total=44658","TabnetTotal",""
"Dengue","Brazil","Alagoas","state",2010-01-01,2010-12-31,511,45169,"total=511","total=45169","TabnetTotal",""
"Dengue","Brazil","Amapa","state",2010-01-01,2010-01-31,179,179,"total=179","total=179","TabnetTotal",""
"Dengue","Brazil","Amapa","state",2010-01-01,2010-02-28,366,545,"total=366","total=545","TabnetTotal",""
"Dengue","Brazil","Amapa","state",2010-01-01,2010-03-31,209,754,"total=209","total=754","TabnetTotal",""
"Dengue","Brazil","Amapa","state",2010-01-01,2010-04-30,201,955,"total=201","total=955","TabnetTotal",""
"Dengue","Brazil","Amapa","state",2010-01-01,2010-05-31,288,1243,"total=288","total=1243","TabnetTotal",""
"Dengue","Brazil","Amapa","state",2010-01-01,2010-06-30,243,1486,"total=243","total=1486","TabnetTotal",""
"Dengue","Brazil","Amapa","state",2010-01-01,2010-07-31,291,1777,"total=291","total=1777","TabnetTotal",""
"Dengue","Brazil","Amapa","state",2010-01-01,2010-08-31,480,2257,"total=480","total=2257","TabnetTotal",""
"Dengue","Brazil","Amapa","state",2010-01-01,2010-09-30,357,2614,"total=357","total=2614","TabnetTotal",""
"Dengue","Brazil","Amapa","state",2010-01-01,2010-10-31,327,2941,"total=327","total=2941","TabnetTotal",""
"Dengue","Brazil","Amapa","state",2010-01-01,2010-11-30,202,3143,"total=202","total=3143","TabnetTotal",""
"Dengue","Brazil","Amapa","state",2010-01-01,2010-12-31,101,3244,"total=101","total=3244","TabnetTotal",""
