report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1823,2,9,2,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,25009,1,20,2,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,6321,7,8,8,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,1043,3,2,1,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,4312,4,25,4,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,2109,2,9,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,3397,3,31,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,2411,18,51,13,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,7550,12,25,5,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,21748,61,223,50,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,10890,24,130,22,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,5459,12,108,10,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,9729,23,46,32,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,12857,19,253,4,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,2132,9,10,4,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,13429,29,110,12,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,57230,48,667,51,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,18357,32,328,17,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,7296,19,89,9,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,221946,199,4976,91,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,22384,51,292,12,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,129,0,1,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,148,0,1,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,3170,4,64,4,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,6801,5,20,5,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,89907,132,698,91,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,11573,33,134,15,cases
