report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,6902,5,14,3,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,1895,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,6595,2,8,1,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,133,0,2,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,9231,2,35,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,1463,2,16,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,7147,0,15,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,22949,9,30,9,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,4752,5,7,1,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,42427,43,158,29,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,55086,13,45,23,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,34778,6,51,8,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,56795,7,58,24,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,16681,8,14,7,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,2902,1,1,1,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,62434,5,14,6,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,518133,268,1882,257,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,39130,44,360,19,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,82392,21,370,15,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,194355,115,1129,109,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,60786,118,525,63,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,4926,2,61,2,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,3034,7,34,1,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,44739,16,280,17,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,18108,7,14,5,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,117687,130,2955,49,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,17231,39,450,22,cases
,,,,,,,1432691,875,8528,672,
