report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1065,4,7,2,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,4762,0,2,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,2632,0,3,0,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,413,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,4401,9,23,3,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,2492,15,21,2,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,4928,6,14,4,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,5998,21,32,7,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,6320,14,33,2,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,38853,83,471,39,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,19638,3,39,2,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,13169,8,56,3,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,62199,12,52,13,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,9731,2,51,1,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,2942,2,1,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,32297,18,13,8,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,152974,104,881,55,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,9475,29,222,9,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,46030,35,227,22,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,688297,596,12716,437,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,39635,90,321,24,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,4123,1,104,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,1522,2,9,2,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,18127,10,143,9,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,10431,8,29,4,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,130415,220,2544,64,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,7348,17,65,12,cases
