report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,6966,6,14,3,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,1964,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,6924,2,9,1,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,178,0,3,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,9754,2,36,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,1662,2,16,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,7270,0,15,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,23179,10,32,10,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,4954,5,7,1,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,45703,44,175,29,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,55888,13,45,23,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,35081,6,51,8,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,58135,7,63,24,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,17490,8,14,8,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,3135,1,1,1,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,63513,5,14,7,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,519330,271,1889,260,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,39728,46,369,20,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,83152,25,389,16,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,195370,116,1148,112,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,61027,118,525,63,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,4951,2,61,2,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,3052,7,34,1,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,44924,16,283,17,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,18582,7,16,5,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,120622,135,3024,52,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,17384,39,452,22,cases
