report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Acre,state,dengue_reported,NA,NA,NA,4528,0,2,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,2153,14,14,1,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,2178,0,3,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,3253,7,19,2,cases
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,840,3,6,2,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,303,0,1,0,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,3546,3,9,1,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,5633,0,43,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,22532,10,9,4,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,19634,49,244,21,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,4924,14,26,4,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,6666,6,40,1,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,42495,8,31,8,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,4428,4,27,0,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,15934,3,32,2,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,2417,2,0,0,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,4757,19,121,6,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,90713,75,624,35,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,28677,27,176,14,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,577956,508,11240,351,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,30835,78,268,20,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,1196,2,7,2,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,3361,0,92,0,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,4188,10,36,6,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,90703,148,1870,37,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,6351,6,111,5,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,14004,4,13,2,cases
