report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1368,2,9,2,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,9254,0,11,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,5702,7,8,8,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,855,2,0,1,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,3711,1,22,2,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,1296,2,7,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,3051,3,31,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,2217,17,5,13,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,7139,11,23,5,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,19802,56,200,46,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,9605,21,126,18,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,4948,10,77,8,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,8473,21,41,30,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,11324,19,235,4,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,1868,7,10,3,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,12165,28,105,11,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,55513,46,653,49,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,16915,29,303,14,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,6450,13,84,7,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,216988,190,4948,87,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,21691,51,284,12,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,95,0,1,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,145,0,1,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,2811,4,59,4,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,6096,5,20,5,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,83498,115,632,78,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,11461,33,134,15,cases
