report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,6791,5,12,3,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,1812,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,6073,1,8,1,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,103,0,2,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,8685,2,35,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,1366,2,15,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,6981,0,14,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,22639,9,30,9,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,4410,5,6,1,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,36304,40,129,27,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,53717,13,45,22,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,33647,6,51,8,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,55357,7,57,24,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,15454,3,13,4,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,2702,1,1,1,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,61236,4,12,4,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,516712,266,1877,254,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,38594,43,343,19,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,81059,21,350,15,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,193246,115,1118,109,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,60510,117,523,63,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,4891,2,61,2,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,3012,7,34,1,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,44605,16,278,17,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,17830,7,13,5,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,115222,126,2884,47,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,16949,38,438,21,cases
,,,,,,,1409907,856,8349,658,
