report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1943,2,9,2,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,27540,1,20,2,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,6582,7,8,8,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,1102,3,2,1,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,4461,5,25,5,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,2175,2,12,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,3558,3,31,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,2576,18,51,13,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,7632,12,25,5,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,22486,62,235,51,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,11305,24,134,22,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,5590,12,108,10,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,10282,23,49,32,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,13105,20,254,4,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,2216,9,10,4,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,13737,30,111,12,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,57892,49,669,51,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,18747,33,332,17,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,7583,20,96,10,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,225021,200,4986,92,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,22606,51,294,12,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,131,0,1,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,150,0,1,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,3316,4,67,4,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,7076,5,20,5,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,92787,134,734,93,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,11622,33,134,15,cases
