report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Acre,state,dengue_reported,NA,NA,NA,5066,0,2,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,3007,16,31,2,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,3485,2,7,2,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,6736,12,32,5,cases
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1363,5,10,3,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,987,0,6,0,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,6455,8,17,5,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,17683,12,92,3,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,46168,28,34,12,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,61269,116,655,63,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,6918,24,38,9,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,19104,9,75,4,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,77324,20,72,17,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,7370,19,41,2,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,21513,5,44,4,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,4689,5,2,2,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,20398,42,438,10,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,173903,119,968,65,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,60540,42,292,22,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,713731,619,13003,452,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,43034,94,344,25,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,1610,2,9,2,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,4328,1,109,0,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,9216,26,73,21,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,155157,260,3051,85,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,15207,13,39,6,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,20317,10,175,12,cases
,,,,,,,1506578,1509,19659,833,
