report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,952,4,6,2,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,4639,0,2,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,2382,0,3,0,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,347,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,3775,8,21,2,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,2306,14,15,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,4158,4,11,1,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,5445,18,29,4,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,5286,8,30,0,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,26471,65,333,21,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,17865,3,38,2,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,9068,7,46,1,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,52583,10,40,8,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,7230,0,46,0,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,2673,2,0,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,26803,11,10,4,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,123468,86,764,35,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,6609,23,177,6,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,36512,31,198,14,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,645855,570,12241,351,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,36163,88,301,20,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,3783,0,100,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,1411,2,9,2,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,16379,8,130,5,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,8013,7,20,2,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,108552,186,2174,37,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,5751,13,55,6,cases
