report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,6985,6,14,3,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,1986,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,6997,2,9,1,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,187,0,3,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,9901,2,37,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,1710,2,16,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,7301,0,15,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,23196,10,32,10,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,5001,5,7,1,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,46226,44,178,29,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,55993,13,46,23,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,35104,6,52,8,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,58388,7,63,24,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,17583,8,14,8,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,3179,1,1,1,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,63790,5,14,7,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,519613,271,1890,260,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,39874,46,369,20,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,83294,25,393,17,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,195697,116,1156,113,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,61133,118,526,63,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,4958,2,61,2,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,3062,7,34,1,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,44979,16,283,17,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,18706,7,16,5,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,121514,135,3058,52,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,17407,39,452,22,cases
