report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1755,3,0,0,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,873,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,2261,1,6,0,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,95,0,0,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,5802,1,6,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,627,1,6,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,3167,1,64,1,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,4792,7,19,3,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,1868,1,3,0,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,27123,16,73,12,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,3318,2,5,1,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,1229,1,2,0,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,2506,3,15,3,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,895,2,4,2,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,262,0,1,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,6017,0,11,0,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,18506,14,72,9,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,4075,7,64,3,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,6117,3,56,3,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,4193,8,37,5,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,1128,0,4,0,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,98,0,0,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,99,0,0,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,980,2,15,2,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,5887,3,6,3,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,32520,56,1118,25,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,1723,8,28,4,cases
