report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Acre,state,dengue_reported,NA,NA,NA,4591,0,2,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,2228,14,15,1,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,2283,0,3,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,3507,8,20,2,cases
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,898,4,6,2,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,332,0,1,0,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,3846,4,9,1,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,6347,0,46,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,24477,10,9,4,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,22701,57,281,21,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,5214,15,28,4,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,7676,6,43,1,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,47531,9,35,8,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,4860,4,30,0,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,16996,3,37,2,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,2528,2,0,0,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,5627,21,150,6,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,107949,80,700,35,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,32652,30,190,14,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,616845,551,11854,351,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,33879,83,286,20,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,1301,2,8,2,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,3576,0,99,0,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,4929,11,45,6,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,99490,171,2022,37,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,71131,4,19,2,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,15336,7,120,5,cases
