report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1186,1,9,1,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,1788,0,3,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,5104,5,9,6,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,508,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,3275,1,19,1,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,1056,2,4,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,2864,3,47,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,1679,15,34,11,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,5593,10,14,5,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,14079,40,138,34,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,7534,15,82,13,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,3861,8,41,6,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,7077,14,18,19,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,7151,6,130,1,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,1449,6,8,2,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,10424,20,88,9,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,53482,42,631,39,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,14265,24,243,11,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,5625,6,74,7,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,209093,176,4875,81,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,20994,38,212,12,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,83,0,1,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,135,0,1,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,2543,3,55,3,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,5502,4,16,4,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,74804,89,532,57,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,11944,33,132,15,cases
