report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1065,1,9,1,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,1329,0,3,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,4793,4,7,5,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,381,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,3045,1,15,1,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,910,2,1,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,2526,1,43,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,1471,12,29,9,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,4051,8,10,3,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,10661,32,107,27,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,6928,9,72,8,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,3173,7,28,6,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,5596,11,11,17,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,5235,4,83,1,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,1096,6,7,2,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,9068,18,70,6,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,50070,41,592,38,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,12409,22,217,10,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,5146,6,65,6,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,196130,167,4580,74,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,20166,35,200,12,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,73,0,1,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,132,0,1,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,2395,3,54,3,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,5142,4,14,4,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,68485,81,493,49,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,8967,29,126,11,cases
