report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1963,3,1,0,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,1023,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,2727,1,11,1,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,191,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,6475,1,6,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,771,1,7,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,4302,2,88,2,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,6106,10,29,4,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,4093,2,7,0,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,36896,26,84,20,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,4595,5,6,1,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,1897,1,6,0,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,4992,11,26,3,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,1852,2,6,3,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,382,0,1,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,7480,1,12,0,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,22782,17,99,12,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,5271,9,76,5,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,7985,3,66,3,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,5242,8,41,5,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,1345,0,5,0,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,130,0,0,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,113,1,0,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,1215,2,23,3,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,7234,3,14,3,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,51855,84,1557,39,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,3282,15,73,10,cases
