report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,6945,6,14,3,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,1950,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,6833,2,8,1,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,173,0,2,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,9654,2,35,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,1594,2,16,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,7244,0,15,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,23156,10,32,10,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,4913,5,7,1,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,45120,44,174,29,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,55761,13,45,23,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,35040,6,51,8,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,57889,7,61,24,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,17318,8,14,7,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,3089,1,1,1,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,63288,5,14,7,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,519038,270,1888,259,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,39617,45,367,19,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,82991,24,384,15,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,195102,116,1138,111,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,60953,118,525,63,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,4947,2,61,2,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,3047,7,34,1,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,44872,16,281,17,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,18433,7,15,5,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,119810,135,3003,52,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,17344,39,451,22,cases
