report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Acre,state,dengue_reported,NA,NA,NA,4945,0,2,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,2720,15,26,2,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,2998,0,3,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,5221,10,29,4,cases
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1228,5,10,3,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,593,0,1,0,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,5855,7,15,4,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,13778,6,83,3,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,38928,25,28,10,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,53923,100,601,51,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,6547,22,36,7,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,16922,8,63,3,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,70630,16,61,13,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,7053,19,40,2,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,20824,4,41,3,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,3145,5,2,2,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,14281,38,312,9,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,170086,119,952,65,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,55014,40,261,22,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,708339,612,12937,449,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,42066,94,334,25,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,1572,2,9,2,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,4267,1,107,0,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,8844,22,72,17,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,148872,250,2935,77,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,13012,11,36,6,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,19468,10,153,10,cases
,,,,,,,1441131,1441,19149,789,
