report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,999,1,9,4,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,1147,0,2,2,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,4548,3,6,4,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,323,0,1,1,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,2851,1,12,19,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,737,2,1,13,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,2356,0,42,7,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,1336,11,28,31,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,3137,6,7,21,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,8882,25,84,260,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,5306,8,68,19,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,2673,7,23,23,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,4504,11,9,21,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,4266,3,60,20,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,853,5,5,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,7911,16,62,9,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,46477,40,561,441,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,11287,19,197,83,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,4865,5,63,120,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,178785,152,4169,8283,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,18874,29,173,218,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,62,0,1,88,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,128,0,1,9,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,2293,3,52,70,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,4893,4,13,7,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,60394,74,458,537,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,8542,28,115,56,cases
