report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1133,1,9,1,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,1550,0,3,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,4943,5,8,6,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,445,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,3157,1,16,1,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,1002,2,4,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,2748,2,45,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,1565,14,31,10,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,4949,9,12,3,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,12489,35,126,30,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,6938,15,78,13,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,3555,8,36,6,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,6489,11,16,19,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,6278,5,104,1,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,1316,6,7,2,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,9940,20,79,8,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,52332,41,614,39,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,13453,24,232,11,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,5399,6,69,6,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,204188,171,4766,78,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,20661,37,205,12,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,81,0,1,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,133,0,1,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,2477,3,55,3,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,5333,4,16,4,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,72060,85,521,53,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,11294,32,131,14,cases
