report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Acre,state,dengue_reported,NA,NA,NA,4840,0,2,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,2578,15,25,2,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,2815,0,3,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,4711,9,23,3,cases
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1131,5,7,3,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,482,0,1,0,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,5311,6,15,4,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,11099,3,59,1,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,34993,21,17,9,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,45172,93,533,46,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,6259,21,33,7,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,14957,8,62,3,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,66372,14,55,13,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,6700,15,39,2,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,20214,3,39,2,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,3023,3,1,0,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,11254,31,248,9,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,162315,111,921,60,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,50196,37,246,22,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,699864,602,12837,441,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,41026,92,325,24,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,1550,2,9,2,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,4206,1,106,0,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,8158,20,70,15,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,139617,234,2767,70,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,11467,9,30,5,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,18814,10,146,9,cases
