report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1287,1,9,1,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,2725,0,6,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,5399,6,8,7,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,661,0,0,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,3461,1,20,1,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,1195,2,5,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,2920,3,31,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,1989,16,37,12,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,6655,11,19,5,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,17762,48,180,41,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,8817,19,114,17,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,4565,8,57,7,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,7877,20,39,28,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,9643,15,185,3,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,1697,7,10,3,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,11312,27,99,11,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,54699,44,648,47,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,15762,28,287,13,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,5874,10,79,7,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,214971,184,4929,85,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,21368,49,280,12,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,87,0,1,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,142,0,1,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,2701,4,58,4,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,5707,5,19,5,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,80377,105,580,72,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,11338,33,133,15,cases
