"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Dengue","Brazil","Rio_de_Janeiro","state",1986-04-01,1986-04-30,1603,1603,NA,NA,"DatasetArchiveTotal",NA
"Dengue","Brazil","Rio_de_Janeiro","state",1986-05-01,1986-05-31,13258,13258,NA,NA,"DatasetArchiveTotal",NA
"Dengue","Brazil","Alagoas","state",1986-06-01,1986-06-30,436,436,NA,NA,"DatasetArchiveTotal",NA
"Dengue","Brazil","Rio_de_Janeiro","state",1986-06-01,1986-06-30,8594,8594,NA,NA,"DatasetArchiveTotal",NA
"Dengue","Brazil","Alagoas","state",1986-07-01,1986-07-31,4293,4293,NA,NA,"DatasetArchiveTotal",NA
"Dengue","Brazil","Rio_de_Janeiro","state",1986-07-01,1986-07-31,3611,3611,NA,NA,"DatasetArchiveTotal",NA
"Dengue","Brazil","Alagoas","state",1986-08-01,1986-08-31,2454,2454,NA,NA,"DatasetArchiveTotal",NA
"Dengue","Brazil","Ceara","state",1986-08-01,1986-08-31,87,87,NA,NA,"DatasetArchiveTotal",NA
"Dengue","Brazil","Rio_de_Janeiro","state",1986-08-01,1986-08-31,793,793,NA,NA,"DatasetArchiveTotal",NA
"Dengue","Brazil","Alagoas","state",1986-09-01,1986-09-30,713,713,NA,NA,"DatasetArchiveTotal",NA
"Dengue","Brazil","Ceara","state",1986-09-01,1986-09-30,155,155,NA,NA,"DatasetArchiveTotal",NA
"Dengue","Brazil","Rio_de_Janeiro","state",1986-09-01,1986-09-30,246,246,NA,NA,"DatasetArchiveTotal",NA
"Dengue","Brazil","Alagoas","state",1986-10-01,1986-10-31,543,543,NA,NA,"DatasetArchiveTotal",NA
"Dengue","Brazil","Ceara","state",1986-10-01,1986-10-31,1649,1649,NA,NA,"DatasetArchiveTotal",NA
"Dengue","Brazil","Rio_de_Janeiro","state",1986-10-01,1986-10-31,181,181,NA,NA,"DatasetArchiveTotal",NA
"Dengue","Brazil","Alagoas","state",1986-11-01,1986-11-30,489,489,NA,NA,"DatasetArchiveTotal",NA
"Dengue","Brazil","Ceara","state",1986-11-01,1986-11-30,1410,1410,NA,NA,"DatasetArchiveTotal",NA
"Dengue","Brazil","Rio_de_Janeiro","state",1986-11-01,1986-11-30,426,426,NA,NA,"DatasetArchiveTotal",NA
"Dengue","Brazil","Alagoas","state",1986-12-01,1986-12-31,455,455,NA,NA,"DatasetArchiveTotal",NA
"Dengue","Brazil","Ceara","state",1986-12-01,1986-12-31,1118,1118,NA,NA,"DatasetArchiveTotal",NA
"Dengue","Brazil","Rio_de_Janeiro","state",1986-12-01,1986-12-31,3795,3795,NA,NA,"DatasetArchiveTotal",NA
"Dengue","Brazil","Alagoas","state",1987-01-01,1987-01-31,3,3,NA,NA,"DatasetArchiveTotal",NA
"Dengue","Brazil","Ceara","state",1987-01-01,1987-01-31,0,0,NA,NA,"DatasetArchiveTotal",NA
"Dengue","Brazil","Rio_de_Janeiro","state",1987-01-01,1987-01-31,0,0,NA,NA,"DatasetArchiveTotal",NA
"Dengue","Brazil","Alagoas","state",1987-02-01,1987-02-28,0,0,NA,NA,"DatasetArchiveTotal",NA
"Dengue","Brazil","Ceara","state",1987-02-01,1987-02-28,0,0,NA,NA,"DatasetArchiveTotal",NA
"Dengue","Brazil","Rio_de_Janeiro","state",1987-02-01,1987-02-28,0,0,NA,NA,"DatasetArchiveTotal",NA
"Dengue","Brazil","Alagoas","state",1987-03-01,1987-03-31,19,19,NA,NA,"DatasetArchiveTotal",NA
"Dengue","Brazil","Ceara","state",1987-03-01,1987-03-31,0,0,NA,NA,"DatasetArchiveTotal",NA
"Dengue","Brazil","Rio_de_Janeiro","state",1987-03-01,1987-03-31,0,0,NA,NA,"DatasetArchiveTotal",NA
"Dengue","Brazil","Alagoas","state",1987-04-01,1987-04-30,21,21,NA,NA,"DatasetArchiveTotal",NA
"Dengue","Brazil","Ceara","state",1987-04-01,1987-04-30,0,0,NA,NA,"DatasetArchiveTotal",NA
"Dengue","Brazil","Rio_de_Janeiro","state",1987-04-01,1987-04-30,0,0,NA,NA,"DatasetArchiveTotal",NA
"Dengue","Brazil","Alagoas","state",1987-05-01,1987-05-31,8,8,NA,NA,"DatasetArchiveTotal",NA
"Dengue","Brazil","Ceara","state",1987-05-01,1987-05-31,0,0,NA,NA,"DatasetArchiveTotal",NA
"Dengue","Brazil","Rio_de_Janeiro","state",1987-05-01,1987-05-31,0,0,NA,NA,"DatasetArchiveTotal",NA
"Dengue","Brazil","Alagoas","state",1987-06-01,1987-06-30,14,14,NA,NA,"DatasetArchiveTotal",NA
"Dengue","Brazil","Ceara","state",1987-06-01,1987-06-30,0,0,NA,NA,"DatasetArchiveTotal",NA
"Dengue","Brazil","Rio_de_Janeiro","state",1987-06-01,1987-06-30,0,0,NA,NA,"DatasetArchiveTotal",NA
"Dengue","Brazil","Alagoas","state",1987-07-01,1987-07-31,0,0,NA,NA,"DatasetArchiveTotal",NA
"Dengue","Brazil","Ceara","state",1987-07-01,1987-07-31,0,0,NA,NA,"DatasetArchiveTotal",NA
"Dengue","Brazil","Rio_de_Janeiro","state",1987-07-01,1987-07-31,0,0,NA,NA,"DatasetArchiveTotal",NA
"Dengue","Brazil","Alagoas","state",1987-08-01,1987-08-31,0,0,NA,NA,"DatasetArchiveTotal",NA
