report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,638,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,295,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,657,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,98,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,2260,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,541,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,1163,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,13411,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,2560,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,40494,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,23837,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,19537,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,47850,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,16829,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,8358,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,49502,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,1296,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,342,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,17453,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,3637,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,782,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,422,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,183,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,232,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,504,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,409,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,505,cases
