report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,101,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,33,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,89,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,178,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,3832,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,30,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,838,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,1556,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,134,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,5986,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,359,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,176,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,340,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,166,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,133,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,3577,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,4341,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,218,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,1159,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,198,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,45,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,15,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,16,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,12,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,672,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,64,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,31,cases
