report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,818,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,370,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,872,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,239,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,4316,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,967,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,1386,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,13849,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,2777,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,48290,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,24917,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,20280,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,50093,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,18439,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,9259,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,51646,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,1441,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,465,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,18493,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,4775,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,1049,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,575,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,339,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,284,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,566,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,484,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,586,cases
