report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,167,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,78,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,217,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,2578,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,7203,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,154,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,2897,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,5904,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,4772,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,109640,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,1378,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,1086,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,1186,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,395,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,345,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,7799,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,15807,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,677,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,3329,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,532,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,115,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,42,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,47,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,48,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,2911,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,167,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,98,cases
