report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,34,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,10,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,27,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,16,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,905,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,13,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,264,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,191,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,27,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,901,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,105,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,41,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,114,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,74,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,54,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,1307,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,362,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,57,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,375,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,76,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,15,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,6,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,3,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,7,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,121,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,21,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,9,cases
