report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,96,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,30,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,80,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,140,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,3529,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,24,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,758,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,1173,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,103,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,4478,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,294,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,160,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,304,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,157,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,128,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,3258,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,3077,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,184,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,1048,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,174,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,40,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,11,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,10,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,12,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,562,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,60,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,29,cases
