report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,0,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,3,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,5,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,16,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,17,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,833,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,4,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,81,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,228,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,13,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,2633,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,5,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,56,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,170,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,60,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,5422,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,11,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,1,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,3,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,69,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,13,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,2,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,5,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,4,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,4,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,32,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,20,cases
