report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,736,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,342,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,796,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,219,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,3778,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,937,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,1335,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,13721,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,2756,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,46782,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,24855,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,20239,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,49722,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,18349,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,9158,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,51114,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,1371,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,422,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,18233,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,4360,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,961,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,514,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,289,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,263,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,543,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,446,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,564,cases
