report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,133,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,43,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,155,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,316,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,5081,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,49,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,1331,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,2909,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,373,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,21661,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,541,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,281,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,516,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,217,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,175,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,4880,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,10257,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,365,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,1610,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,290,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,75,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,22,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,27,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,20,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,1404,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,95,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,45,cases
