report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,695,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,325,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,734,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,184,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,3334,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,845,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,1264,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,13643,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,2729,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,45079,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,24739,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,20175,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,49318,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,18213,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,8987,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,50461,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,1329,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,389,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,18028,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,4068,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,895,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,476,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,245,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,251,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,529,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,430,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,544,cases
