report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,135,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,44,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,165,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,371,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,5357,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,53,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,1445,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,3250,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,480,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,29128,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,585,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,314,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,551,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,228,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,193,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,5116,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,11363,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,391,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,1729,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,304,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,79,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,26,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,29,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,21,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,1574,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,98,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,47,cases
