report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,678,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,315,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,702,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,165,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,2969,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,745,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,1230,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,13604,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,2692,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,43995,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,24553,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,20085,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,48887,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,17919,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,8816,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,50067,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,1312,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,378,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,17857,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,3897,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,848,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,459,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,223,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,240,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,516,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,425,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,533,cases
