report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,119,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,40,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,122,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,260,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,4541,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,39,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,1082,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,2205,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,205,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,11330,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,461,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,224,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,435,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,180,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,147,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,4335,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,7311,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,296,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,1401,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,243,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,56,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,19,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,20,cases
,Brazil-Centro-Oeste,state,chikungunya_reported,NA,NA,NA,1148,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,17,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,1017,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,80,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,34,cases
