report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,652,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,304,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,672,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,120,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,2605,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,650,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,1180,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,13512,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,2639,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,42046,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,24104,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,19834,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,48302,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,17435,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,8562,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,49763,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,1302,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,348,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,17654,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,3726,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,806,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,432,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,202,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,233,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,507,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,412,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,514,cases
