report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,22,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,10,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,33,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,54,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,265,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,867,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,29,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,439,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,24,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,87,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,3051,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,44,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,5076,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,1388,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,2544,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,23780,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,28,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,21,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,83,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,363,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,28,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,17,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,19,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,18,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,148,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,15,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,46,cases
