report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,3,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,3,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,11,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,20,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,43,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,865,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,8,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,102,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,317,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,65,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,2702,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,8,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,62,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,167,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,86,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,12281,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,17,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,3,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,15,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,108,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,13,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,6,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,5,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,13,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,12,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,34,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,28,cases
