report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,724,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,337,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,779,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,210,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,3705,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,921,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,1322,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,13713,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,2753,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,46267,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,24834,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,20231,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,49631,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,18325,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,9130,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,50953,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,1361,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,416,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,18198,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,4292,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,948,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,504,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,278,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,262,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,542,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,442,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,559,cases
