report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,763,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,357,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,828,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,224,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,3908,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,955,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,1348,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,13748,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,2766,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,47736,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,24895,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,20256,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,49872,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,18380,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,9203,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,51348,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,1396,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,433,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,18344,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,4542,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,1002,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,544,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,305,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,268,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,552,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,466,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,577,cases
