report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,61,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,21,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,48,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,52,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,2441,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,14,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,501,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,487,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,52,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,1885,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,162,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,87,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,175,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,117,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,94,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,2225,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,915,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,101,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,687,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,120,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,27,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,7,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,6,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,11,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,272,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,39,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,23,cases
