report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,364,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,164,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,222,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,12,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,589,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,75,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,332,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,6109,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,475,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,4294,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,14129,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,7112,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,36347,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,5780,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,5460,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,41781,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,842,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,181,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,6351,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,2576,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,455,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,255,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,93,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,170,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,399,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,152,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,311,cases
