report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,560,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,280,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,574,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,60,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,1609,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,373,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,1015,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,12890,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,2186,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,30766,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,22251,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,17505,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,45986,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,14113,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,7800,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,48579,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,1248,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,306,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,16184,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,3316,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,734,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,368,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,145,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,221,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,486,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,381,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,474,cases
