report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,138,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,45,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,177,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,420,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,5544,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,57,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,1560,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,3570,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,602,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,37962,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,629,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,347,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,575,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,240,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,208,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,5286,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,12183,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,420,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,1836,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,323,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,84,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,27,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,32,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,24,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,1710,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,101,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,50,cases
