report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,284,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,112,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,121,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,6,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,433,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,53,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,259,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,2831,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,118,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,1747,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,10215,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,3942,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,31426,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,3900,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,4062,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,35515,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,632,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,141,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,2159,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,2219,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,359,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,203,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,65,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,147,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,346,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,98,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,240,cases
