report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,668,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,310,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,684,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,148,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,2788,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,700,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,1200,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,13560,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,2664,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,43213,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,24352,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,19994,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,48620,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,17742,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,8691,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,49911,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,1306,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,359,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,17757,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,3805,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,828,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,444,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,217,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,234,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,510,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,418,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,522,cases
