report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,709,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,326,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,756,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,195,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,3511,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,879,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,1286,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,13678,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,2746,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,45588,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,24791,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,20210,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,49499,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,18273,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,9057,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,50707,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,1340,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,399,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,18115,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,4150,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,920,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,488,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,260,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,259,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,535,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,437,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,550,cases
