report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,19,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,30,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,31,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,78,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,327,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,870,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,108,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,370,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,321,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,112,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,2840,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,16,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,3578,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,1376,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,2184,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,23372,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,32,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,16,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,62,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,310,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,30,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,17,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,31,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,23,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,16,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,44,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,41,cases
