report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,113,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,37,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,109,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,223,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,4148,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,33,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,963,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,1867,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,160,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,8124,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,413,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,198,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,383,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,173,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,141,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,3895,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,5790,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,252,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,1290,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,222,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,51,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,15,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,17,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,13,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,854,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,71,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,32,cases
