report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,138,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,48,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,182,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,481,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,5752,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,68,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,1680,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,4040,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,745,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,48098,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,666,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,378,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,615,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,256,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,233,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,5444,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,12823,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,448,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,1937,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,347,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,87,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,27,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,35,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,24,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,1857,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,106,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,53,cases
