"year","location","biweekEndDate","meanIncidence","varIncidence","biweek","population"
2015,"Amazonas",2015-11-18,0.423,0.416487487487487,23,76243
2015,"Amazonas",2015-12-02,0.748,0.713209209209209,24,76243
2015,"Amazonas",2015-12-16,1.098,1.02141741741742,25,76243
2015,"Amazonas",2015-12-30,0.282,0.270746746746747,26,76243
2016,"Amazonas",2016-01-13,0,0,1,77088
2016,"Amazonas",2016-01-27,8.699,8.29068968968969,2,77088
2016,"Amazonas",2016-02-10,36.297,32.6954864864865,3,77088
2016,"Amazonas",2016-02-24,53.095,44.9709459459459,4,77088
2016,"Amazonas",2016-03-09,68.114,55.7807847847848,5,77088
2016,"Amazonas",2016-03-23,55.057,48.0578088088088,6,77088
2016,"Amazonas",2016-04-06,31.129,28.9593183183183,7,77088
2016,"Amazonas",2016-04-20,18.023,17.3958668668669,8,77088
2016,"Amazonas",2016-05-04,10.728,11.011027027027,9,77088
2016,"Amazonas",2016-05-18,16.266,16.2294734734735,10,77088
2016,"Amazonas",2016-06-01,14.996,13.055039039039,11,77088
2016,"Amazonas",2016-06-15,4.881,4.87571471471471,12,77088
2016,"Amazonas",2016-06-29,3.706,3.91748148148148,13,77088
2016,"Amazonas",2016-07-13,2.426,2.25678078078078,14,77088
2016,"Amazonas",2016-07-27,0.388,0.377833833833834,15,77088
2016,"Amazonas",2016-08-10,0,0,16,77088
2016,"Amazonas",2016-08-24,0.241,0.233152152152152,17,77088
2016,"Amazonas",2016-09-07,0.492,0.510446446446446,18,77088
2016,"Amazonas",2016-09-21,0.535,0.591366366366366,19,77088
2016,"Amazonas",2016-10-05,0.492,0.516452452452452,20,77088
2016,"Amazonas",2016-10-19,0.227,0.237708708708709,21,77088
2016,"Amazonas",2016-11-02,0,0,22,77088
2016,"Amazonas",2016-11-16,0.023,0.0224934934934935,23,77088
2016,"Amazonas",2016-11-30,1.531,1.57861761761762,24,77088
2016,"Amazonas",2016-12-14,2.207,2.15430530530531,25,77088
2016,"Amazonas",2016-12-28,1.168,1.15693293293293,26,77088
2017,"Amazonas",2017-01-11,0.283,0.273184184184184,1,77948
2017,"Amazonas",2017-01-25,1.736,1.72402802802803,2,77948
2017,"Amazonas",2017-02-08,2.887,3.04127227227227,3,77948
2017,"Amazonas",2017-02-22,1.825,1.7261011011011,4,77948
2017,"Amazonas",2017-03-08,1.864,1.7973013013013,5,77948
2017,"Amazonas",2017-03-22,3.081,2.96940840840841,6,77948
2017,"Amazonas",2017-04-05,1.204,1.23962362362362,7,77948
2017,"Amazonas",2017-04-19,0,0,8,77948
2017,"Amazonas",2017-05-03,0,0,9,77948
2017,"Amazonas",2017-05-17,0.106,0.106870870870871,10,77948
2017,"Amazonas",2017-05-31,0.377,0.357228228228228,11,77948
2017,"Amazonas",2017-06-14,0.077,0.0751461461461461,12,77948
2017,"Amazonas",2017-06-28,0,0,13,77948
2017,"Amazonas",2017-07-12,0,0,14,77948
2017,"Amazonas",2017-07-26,0.004,0.00398798798798799,15,77948
2017,"Amazonas",2017-08-09,0.002,0.001997997997998,16,77948
2017,"Amazonas",2017-08-23,0,0,17,77948
2017,"Amazonas",2017-09-06,0,0,18,77948
2017,"Amazonas",2017-09-20,0.211,0.224703703703704,19,77948
