"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Zika","Brazil","Rondonia","state",2016-01-03,2016-03-26,NA,489,NA,"total=489","EpiBulletinPrevYear",""
"Zika","Brazil","Acre","state",2016-01-03,2016-03-26,NA,31,NA,"total=31","EpiBulletinPrevYear",""
"Zika","Brazil","Amazonas","state",2016-01-03,2016-03-26,NA,1795,NA,"total=1795","EpiBulletinPrevYear",""
"Zika","Brazil","Roraima","state",2016-01-03,2016-03-26,NA,36,NA,"total=36","EpiBulletinPrevYear",""
"Zika","Brazil","Para","state",2016-01-03,2016-03-26,NA,2915,NA,"total=2915","EpiBulletinPrevYear",""
"Zika","Brazil","Amapa","state",2016-01-03,2016-03-26,NA,52,NA,"total=52","EpiBulletinPrevYear",""
"Zika","Brazil","Tocantins","state",2016-01-03,2016-03-26,NA,1451,NA,"total=1451","EpiBulletinPrevYear",""
"Zika","Brazil","Maranhao","state",2016-01-03,2016-03-26,NA,1992,NA,"total=1992","EpiBulletinPrevYear",""
"Zika","Brazil","Piaui","state",2016-01-03,2016-03-26,NA,15,NA,"total=15","EpiBulletinPrevYear",""
"Zika","Brazil","Ceara","state",2016-01-03,2016-03-26,NA,726,NA,"total=726","EpiBulletinPrevYear",""
"Zika","Brazil","Rio_Grande_do_Norte","state",2016-01-03,2016-03-26,NA,2080,NA,"total=2080","EpiBulletinPrevYear",""
"Zika","Brazil","Paraiba","state",2016-01-03,2016-03-26,NA,1576,NA,"total=1576","EpiBulletinPrevYear",""
"Zika","Brazil","Pernambuco","state",2016-01-03,2016-03-26,NA,321,NA,"total=321","EpiBulletinPrevYear",""
"Zika","Brazil","Alagoas","state",2016-01-03,2016-03-26,NA,2195,NA,"total=2195","EpiBulletinPrevYear",""
"Zika","Brazil","Sergipe","state",2016-01-03,2016-03-26,NA,164,NA,"total=164","EpiBulletinPrevYear",""
"Zika","Brazil","Bahia","state",2016-01-03,2016-03-26,NA,39003,NA,"total=39003","EpiBulletinPrevYear",""
"Zika","Brazil","Minas_Gerais","state",2016-01-03,2016-03-26,NA,10409,NA,"total=10409","EpiBulletinPrevYear",""
"Zika","Brazil","Espirito_Santo","state",2016-01-03,2016-03-26,NA,1803,NA,"total=1803","EpiBulletinPrevYear",""
"Zika","Brazil","Rio_de_Janeiro","state",2016-01-03,2016-03-26,NA,46088,NA,"total=46088","EpiBulletinPrevYear",""
"Zika","Brazil","Sao_Paulo","state",2016-01-03,2016-03-26,NA,2754,NA,"total=2754","EpiBulletinPrevYear",""
"Zika","Brazil","Parana","state",2016-01-03,2016-03-26,NA,487,NA,"total=487","EpiBulletinPrevYear",""
"Zika","Brazil","Santa_Catarina","state",2016-01-03,2016-03-26,NA,42,NA,"total=42","EpiBulletinPrevYear",""
"Zika","Brazil","Rio_Grande_do_Sul","state",2016-01-03,2016-03-26,NA,84,NA,"total=84","EpiBulletinPrevYear",""
"Zika","Brazil","Mato_Grosso_do_Sul","state",2016-01-03,2016-03-26,NA,1236,NA,"total=1236","EpiBulletinPrevYear",""
"Zika","Brazil","Mato_Grosso","state",2016-01-03,2016-03-26,NA,20105,NA,"total=20105","EpiBulletinPrevYear",""
"Zika","Brazil","Goias","state",2016-01-03,2016-03-26,NA,4618,NA,"total=4618","EpiBulletinPrevYear",""
"Zika","Brazil","Distrito_Federal","state",2016-01-03,2016-03-26,NA,197,NA,"total=197","EpiBulletinPrevYear",""
